symbol,name,currency,exchange,mic_code,country,type,added_date,deleted_date
ESENT,eSense Human Resources Szolgaltato Zartkoruen Mukodo Reszvenytarsasag,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
ESG,Mirae Asset Mutual Fund,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ESHAMEDIA,Esha Media Research Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ESSARSEC,Essar Securities Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ESSARSHPNG,Essar Shipping Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ESSENTIA,Integra Essentia Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ESTER,Ester Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ETHOSLTD,ETHOS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ETIL,Econo Trade ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ETT,ETT Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EUREKAFORBE,Eureka Forbes Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EUROLED,EURO LEDER FASHION LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EUROTEXIND,Eurotex Industries and Exports Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVANS,EVANS ELECTRIC LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVEREADY,Eveready Industries India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVERESTIND,Everest Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVERESTO,Everest Organics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVERFIN,EVERLON FINANCIALS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVERLON,Everlon Synthetics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVERTEX,EVERGREEN TEXTILES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVEXIA,EVEXIA LIFECARE LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EVOQ,Evoq Remedies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXCEL,Excel Realty N Infra Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXCELINDUS,Excel Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXHICON,Exhicon Events Media Solutions,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXIDEIND,Exide Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXPLICITFIN,Explicit Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXPOGAS,Expo Gas Containers Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EXXARO,Exxaro Tiles Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
EY,EYANTRA VENTURES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FABINO,Fabino Life Sciences Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FACORALL,Facor Alloys Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FACT,The Fertilisers And Chemicals Travancore Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FAIRCHEMOR,Fairchem Organics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FAZE3AUTO,FAZE THREE AUTOFAB LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FAZE3Q,Faze Three Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FCL,Fineotex Chemical Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FCONSUMER,Future Consumer Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FCSSOFT,FCS Software Solutions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FDC,FDC Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FEDERALBNK,The Federal Bank Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FEL,Future Enterprises Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FELDVR,Future Enterprises Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FERMENTA,FERMENTA BIOTECH LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FERVENTSYN,Fervent Synergies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FGP,FGP Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FIBERWEB,Fiberweb ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FIEMIND,Fiem Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FILATEX,Filatex India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FILATFASH,Filatex Fashions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FILTRA,Filtra Consultants and Engineers Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINCABLES,Finolex Cables Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINELINE,Fine-Line Circuits Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINEORG,Fine Organic Industries Limite,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINKURVE,Finkurve Financial Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINOLEXIND,Finolex Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FINOPB,Fino Payments Bank Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FIRSTFIN,FIRST FINTEC LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FISCHER,Fischer Chemic Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FIVESTAR,Five-Star Business Finance Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FIVEXTRADE,Five X Tradecom Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
FLEXFO,Flex Foods Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLEXITUFF,Flexituff Ventures International Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLFL,Future Lifestyle Fashions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLORACORP,Flora Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLUIDOM,Fluidomat Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FLUOROCHEM,Gujarat Fluorochemicals Limite,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FMGOETZE,Federal-Mogul Goetze ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FMNL,Future Market Networks Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FNBB,First National Bank Botswana,BWP,BSE,XBOT,Botswana,Common Stock,2023-09-25,
FOCUS,Focus Business Solution Limite,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FOODSIN,Foods and Inns Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FORBESCO,Forbes & Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FORCEMOT,Force Motors Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FORINTL,Fortune International Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FORRA,FORRAS/T,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
FORRB,FORRAS/OE,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
FORTIS,Fortis Healthcare Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FORTISMLR,Fortis Malar Hospitals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FOSECOIND,Foseco India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRANKLININD,Franklin Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRASER,Fraser and Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FREDUN,Fredun Pharmaceuticals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRETAIL,Future Retail Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRONTCORP,Frontline Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRONTSP,Frontier Springs Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRSHTRP,Freshtrop Fruits Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FRUTION,Fruition Venture Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FSC,Future Supply Chain Solutions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FSL,Firstsource Solutions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FUNDVISER,FUNDVISER CAPITAL ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FUSION,Fusion Micro Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FUTSOL,Futuristic Solutions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
FUTUR,FUTURAQUA,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
FUTURSEC,Futuristic Securities Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GABRIEL,Gabriel India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAEL,Gujarat Ambuja Exports Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAGAN,Gagan Gases Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAGANPO,Gagan Polycot India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GAIL,GAIL ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAJANANSEC,GAJANAN SECURITIES SERVICES LT,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALACTICO,Galactico Corporate Services L,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALADA,Galada Power and Telecommunication Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GALADAFIN,Galada Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALAGEX,GALAXY AGRICO EXPORTS LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALAXYSURF,Galaxy Surfactants Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALLANTT,Gallantt Metal Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALLOPENT,Gallops Enterprise Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GALXBRG,Galaxy Bearings Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANDHITUBE,Gandhi Special Tubes Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANECOS,Ganesha Ecosphere Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANESHBE,Ganesh Benzoplast Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANESHHOUC,Ganesh Housing Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANGAPA,Ganga Papers India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANGESSEC,Ganges Securities Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANGOTRI,GANGOTRI TEXTILES LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GANHOLD,GANESH HOLDINGS LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARBIFIN,Garbi Finvest Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARGFUR,Garg Furnace Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARGI,PNGS GARGI FASHION JEWELLERY L,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARNET,Garnet Construction Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARNETINT,Garnet International Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARWAMAR,Garware Marine Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GARWSYN,Garware Synthetics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GATECH,GACM Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GATECHDVR,GACM Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GATEWAY,Gateway Distriparks Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GATI,Gati Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAYAHWS,GAYATRI HIGHWAYS LTD,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAYAPROJ,Gayatri Projects Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAYATRI,Gayatri Sugars Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GAYATRIBI,Gayatri BioOrganics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GBFL,Goenka Business & Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GCKL,GALAXY CLOUD KITCHENS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GCMCAPI,GCM Capital Advisors Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GCMCOMM,GCM COMMODITY & DERIVATIVES LT,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GCMSECU,GCM Securities Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GCSL,Gretex Corporate Services Limi,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEE,GEE Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEECEE,GeeCee Ventures Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEETANJ,Geetanjali Credit And Capital,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEMSI,Gemstone Investments Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEMSPIN,GEM SPINNERS INDIA LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENCON,Generic Engineering Construction and Projects Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENESYS,Genesys International Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENNEX,Gennex Laboratories Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENPHARMA,GENERIC PHARMASEC LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENSOL,Gensol Engineering Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENUSPAPER,Genus Paper & Boards Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENUSPOWER,Genus Power Infrastructures Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GENUSPRIME,GENUS PRIME INFRA LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEOJITFSL,Geojit Financial Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GEPIL,GE Power India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GESHIP,The Great Eastern Shipping Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GETALONG,Getalong Enterprise Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GET&D,GE T&D India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GFIL,Ganesh Films India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GFLLIMITED,GFL LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GFS,G4S Botswana Ltd,BWP,BSE,XBOT,Botswana,Common Stock,2023-09-25,
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GGENG,G G Engineering Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GGL,Gautam Gems Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GGLPP,Gautam Gems Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GGL.RE,Gautam Gems Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GGPL,Gala Global Products Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GHCL,GHCL Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GHCLTEXTIL,GHCL Textiles Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GIANLIFE,Gian Life Care Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GICHSGFIN,GIC Housing Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GICRE,General Insurance Corporation of India,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GILADAFINS,Gilada Finance & Investments Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GILLANDERS,Gillanders Arbuthnot and Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GILLETTE,Gillette India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GINISILK,Gini Silk Mills Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GINNIFILA,Ginni Filaments Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GIPCL,Gujarat Industries Power Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GISOLUTION,GI Engineering Solutions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GITARENEW,Gita Renewable Energy Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GKB,GKB Ophthalmics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GKCONS,G.K. Consultants Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GKP,G. K. P. Printing & Packaging,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLANCE,Glance Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLAND,Gland Pharma Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLCL,Globe Commercials Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLENMARK,Glenmark Pharmaceuticals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLFL,Gujarat  Lease Financing Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLHRL,Global Longlife Hospital and R,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLITTEKG,Glittek Granites Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOBALCA,Global Capital Markets Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOBALVECT,Global Vectra Helicorp Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOBOFFS,Global Offshore Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOBUSCON,Globus Power Generation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOBUSSPR,Globus Spirits Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLOSTERLTD,Gloster Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLS,Glenmark Life Sciences Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GLSTR,GLOSTER,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
GMBREW,G.M.Breweries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMDCLTD,Gujarat Mineral Development Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMETCOAL,Gujarat Metallic Coal & Coke Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMM,GMM Pfaudler Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMPL,G M Polyplast Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMRINFRA,GMR Infrastructure Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GMRP&UI,GMR Power and Urban Infra Limi,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GNA,G N A Axles Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GNRL,Gujarat Natural Resources Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOACARBON,Goa Carbon Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOBLIN,GOBLIN INDIA LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOCLCORP,GOCL Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOCOLORS,Go Fashion ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODAVARI,Godavari Drugs Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODFRYPHLP,Godfrey Phillips India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODREJAGRO,Godrej Agrovet Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODREJCP,Godrej Consumer Products Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODREJIND,Godrej Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GODREJPROP,Godrej Properties Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOEL,Goel Food Products Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOENKA,Goenka Diamond and Jewels Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOGIACAP,Gogia Capital Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOKAKTEX,Gokak Textiles Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOKEX,Gokaldas Exports Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOKUL,Gokul Refoils & Solvent Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOKULAGRO,Gokul Agro Resources Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLCA,Golden Carpets Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDCOINHF,GoldCoin Health Foods Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDENCREST,Golden Crest Education & Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDENTOBC,Golden Tobacco Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDETF,Mirae Asset Mutual Fund,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDIAM,Goldiam International Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDLINE,Gold Line International Finvest Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLDTECH,Goldstone Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLECHA,Golechha Global Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLKONDA,Golkonda Aluminium Extrusions Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOLKUNDIA,Golkunda Diamonds & Jewellery Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOODLUCK,Goodluck India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOODRICKE,Goodricke Group Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOODYEAR,Goodyear India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOPAIST,Gopal Iron & Steel Co. ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOPD,GOPD Nyilvánosan Muködo Részvénytársaság,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
GORANIN,Gorani Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOTHIPL,Gothi Plascon India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOVNOW,SAB Events & Governance Now Media Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOWRALE,Gowra Leasing and Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOYALALUM,GOYAL ALUMINIUMS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GOYALASS,Goyal Associates Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GPIL,Godawari Power & Ispat Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GPPL,Gujarat Pipavav Port Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GPTINFRA,GPT Infraprojects Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRANDFONRY,Grand Foundry Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRANULES,Granules India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRAPHITE,Graphite India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRASIM,Grasim Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRATEXI,Gratex Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRAUWEIL,Grauer & Weil ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRAVISSHO,Graviss Hospitality Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRAVITA,Gravita India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRAVITY,Gravity ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREAVESCOT,Greaves Cotton Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREENCREST,Greencrest Financial Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREENPANEL,Greenpanel Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREENPLY,Greenply Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREENPOWER,Orient Green Power Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GREEN.RE,Orient Green Power Company Lim,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GRETEX.RE,Gretex Corporate Services Limi,INR,BSE,XBOM,India,Common Stock,2023-09-25,2023-11-25
GRINDWELL,Grindwell Norton Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRINFRA,G R Infraprojects Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRMOVER,GRM Overseas Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRNLAMIND,Greenlam Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GROVY,Grovy India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GROWINGTON,GROWINGTON VENTURES INDIA LIMI,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRPLTD,GRP Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRSE,Garden Reach Shipbuilders & En,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSAUTO,G.S. Auto International Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSBFIN,GSB Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSFC,Gujarat State Fertilizers & Chemicals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSLSEC,GSL Securities Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSLSU,Global Surfaces Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSP,GSPARK,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
GSPL,Gujarat State Petronet Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
GSS,GSS Infotech Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
